DAY_OF_MONTH,ORIGIN,DEST,DEP_TIME,ARR_TIME
13,PHX,MSP,1824,2209
13,PHX,MSP,2226,0315
13,ABQ,PHX,1738,1801
13,PHX,SMF,2157,2352
13,ABQ,PHX,2212,2219
13,LAS,SMF,0118,0227
13,MSP,PHX,0006,0120
13,PHX,LAS,2250,2347
13,PHX,PDX,1435,1701
13,PDX,PHX,1740,2005
13,PHX,LAS,2103,2203
13,COS,PHX,1424,1505
13,AUS,PHX,1739,1827
13,PHX,PDX,2248,0112
13,PHX,SFO,2036,2221
13,IAH,PHX,1807,1840
13,PHX,SFO,1920,2114
13,BUR,PHX,1355,1502
13,PHX,LGB,1909,2044
13,IAH,PHX,1524,1557
13,LGB,PHX,1230,1335
13,LAS,SFO,1658,1819
13,LAX,LAS,1710,1802
13,ICT,PHX,1744,1810
13,ONT,PHX,1531,1655
13,PHX,ICT,1805,2212
13,LAX,SAN,1959,2100
13,SBA,LAX,1630,1724
13,SBP,LAX,1539,1652
13,LAX,SBP,2157,2244
13,LAX,SAN,1936,2026
13,SBA,LAX,1819,1905
13,LAX,MRY,2224,2357
13,LAX,PSP,1519,1605
13,SAN,LAX,1640,1733
13,PSP,LAX,2016,2102
13,LAX,SBA,1705,1753
13,SAN,LAX,1528,1612
13,LAX,SAN,1533,1625
13,SAN,LAX,1815,1900
13,LAX,SBA,2255,2335
13,PSP,LAX,1630,1708
13,LAX,PSP,1857,1946
13,LAX,SAN,0103,0147
13,SAN,LAX,2147,2221
13,LAX,SAN,1710,1801
13,PSP,LAX,1815,1856
13,LAX,PSP,1708,1758
13,SBA,LAX,1943,2027
13,LAX,SBP,2051,2139
13,SAN,LAX,2102,2158
13,LAX,FAT,2118,2219
13,LAX,SBA,2135,2204
13,LAX,SAN,1934,2028
13,SBP,LAX,1915,2006
13,FAT,LAX,1601,1710
13,LAX,SAN,1802,1856
13,LAX,SBP,1954,2052
13,LAX,FAT,2308,0015
13,FAT,LAX,2038,2142
13,LAX,PSP,2253,2358
13,LAX,SBA,1846,1927
13,LAX,SAN,2240,2331
13,SAN,LAX,1645,1727
13,SAN,LAX,2044,2129
13,LAX,SAN,1602,1656
13,SAN,LAX,1728,1817
13,LAX,SAN,1729,1812
13,LAX,SAN,1423,1514
13,LAX,SAN,2025,2116
13,SAN,LAX,2120,2155
13,SBA,LAX,1708,1746
13,SAN,LAX,1901,1936
13,PSP,LAX,1615,1657
13,LAX,SBA,1759,1833
13,SBA,LAX,1900,1943
13,SAN,LAX,1712,1748
13,LAX,SAN,1758,1856
13,LAX,SAN,2157,2246
13,SAN,LAX,1915,1954
13,SAN,LAX,1929,2008
13,LAX,BFL,2006,2049
13,LAX,PSP,1513,1600
13,BFL,LAX,1522,1600
13,DFW,SAV,1851,2207
13,DFW,LAW,2121,2219
13,ABI,DFW,1752,1851
13,LBB,DFW,2008,2138
13,DFW,SGF,2310,0051
13,DFW,SJT,1927,2046
13,DFW,SPS,1905,1949
13,DFW,GRR,1953,2318
13,HOU,DFW,1817,1925
13,DFW,HOU,2115,2228
13,DFW,LRD,1950,2128
13,DFW,SGF,2220,2353
13,DFW,TYR,2003,2040
13,DFW,OKC,1758,1852
13,OKC,DFW,1915,2022
13,DFW,CRP,2143,2245
13,DFW,MAF,2004,2136
13,DFW,TYR,2134,2217
13,SGF,DFW,1807,1949
13,LIT,DFW,1709,1836
13,SGF,DFW,1757,1900
13,DFW,SGF,2101,2248
13,HOU,DFW,1636,1736
13,DFW,HOU,1710,1825
13,DFW,HOU,2052,2156
13,DFW,OKC,1717,1819
13,OKC,DFW,1838,1937
13,DFW,HOU,2250,2400
13,DFW,AMA,2136,2259
13,DFW,SHV,2153,2251
13,XNA,DFW,1908,2018
13,DFW,MSN,2024,2237
13,DFW,XNA,2314,0010
13,TUL,DFW,1755,1943
13,DFW,ABI,1911,2018
13,DFW,ACT,2210,2245
13,XNA,DFW,1829,1947
13,DFW,XNA,1815,1924
13,XNA,DFW,1950,2100
13,DFW,OKC,2135,2224
13,DFW,TUL,1759,1911
13,TUL,DFW,1933,2048
13,OKC,DFW,1640,1723
13,SHV,DFW,1757,1903
13,DFW,HRL,2138,2248
13,DFW,ILE,2003,2049
13,DFW,ILE,2245,2343
13,DFW,ABI,2222,2318
13,DFW,ACT,2313,2349
13,CRP,DFW,1610,1805
13,DFW,SHV,2130,2247
13,DFW,FWA,2057,2309
13,DFW,SHV,2226,2331
13,DFW,CRP,1741,1846
13,DFW,CLL,2020,2119
13,SPS,DFW,1800,2001
13,DFW,LBB,2233,2334
13,TYR,DFW,1526,1602
13,DFW,LAW,2237,2337
13,DFW,LIT,2229,2342
13,DFW,LAW,2000,2057
13,ABI,DFW,1830,1921
13,DFW,ACT,1927,2006
13,DFW,CLL,2256,2347
13,MAF,DFW,1603,1739
13,DFW,SJT,2110,2215
13,DFW,CID,1956,2150
13,ORD,DLH,2049,2201
13,ORD,CMI,2107,2158
13,ORD,MSN,2220,2315
13,ORD,GRR,2115,2301
13,ORD,DSM,2113,2220
13,ORD,OMA,2106,2220
13,ORD,LSE,2011,2103
13,ORD,CID,1944,2036
13,ORD,MEM,2123,2246
13,ORD,TVC,2033,2226
13,ORD,BMI,2209,2250
13,ORD,GRB,2041,2124
13,MIA,RSW,2111,2157
13,MIA,EYW,1825,1928
13,MIA,EYW,1858,1950
13,MIA,JAX,1850,2015
13,RSW,MIA,1847,1925
13,JAX,MIA,1800,1935
13,MIA,JAX,1800,1940
13,JAX,MIA,2000,2133
13,MIA,MCO,1800,1920
13,MCO,MIA,1936,2040
13,MIA,JAX,2100,2250
13,MIA,MCO,1908,2012
13,MIA,MCO,2315,0018
13,EYW,MIA,1948,2047
13,MIA,MCO,1810,1939
13,MCO,MIA,1952,2104
13,MIA,RSW,2234,2320
13,MIA,RSW,1756,1843
13,MIA,MCO,2003,2118
13,SEA,MSP,1952,0055
13,MSP,BWI,2143,0043
13,PHX,MSP,1812,2311
13,SEA,MSP,1915,0035
13,MSP,SEA,2304,0023
13,MSP,SEA,2219,2333
13,MSN,MSP,2009,2140
13,MSP,MCI,2319,0030
13,MCI,MSP,2102,2213
13,DTW,MEM,2217,2318
13,MEM,DTW,0047,0329
13,DTW,MEM,2309,2358
13,MSP,LAX,2308,0103
13,LAX,MSP,1823,2339
13,MSP,LAX,0015,0234
13,LAX,DTW,2320,0659
13,LAX,DTW,0212,0928
13,MSP,DTW,2304,0130
13,MSP,SFO,2227,0022
13,SFO,MSP,1910,0024
13,MKE,MSP,1911,2017
13,DFW,MSP,2002,2303
13,GRR,DTW,2046,2153
13,MCO,DTW,2038,2353
13,SLC,MSP,1827,2202
13,TPA,MSP,2033,2256
13,MEM,MSP,2121,2330
13,MSP,MEM,2231,0043
13,OGG,LAX,2112,0501
13,SJC,HNL,1732,1952
13,HNL,SJC,2253,0720
13,MIA,DFW,1722,1913
13,IAD,LAX,1846,2102
13,OGG,SJC,2319,0703
13,SJC,OGG,1916,2131
13,EWR,LAX,1522,1758
13,LAX,OGG,1548,1820
13,MIA,LAX,2018,2232
13,LAX,MIA,2226,0620
13,KOA,LAX,2234,0631
13,LAX,KOA,1811,2040
13,LAX,HNL,1438,1707
13,HNL,LAX,2131,0540
13,DFW,MSP,2132,2338
13,SJU,IAD,1756,2136
13,FLL,LAX,1840,2056
13,DFW,SFO,2041,2216
13,DFW,MCI,2232,2357
13,PDX,DFW,2345,0510
13,DFW,PHL,1956,2356
13,MIA,IAD,1950,2206
13,SJC,AUS,1819,2329
13,DFW,ABQ,2200,2245
13,ORD,LAX,1955,2201
13,SFO,MIA,2216,0623
13,MIA,RDU,2014,2208
13,DFW,BWI,1802,2152
13,PHX,LAX,2003,2112
13,DFW,SDF,2109,0014
13,DFW,PIT,1802,2135
13,ORD,XNA,1914,2046
13,DFW,MSY,2206,2325
13,SJU,DFW,1757,2137
13,DFW,HSV,1747,1928
13,DFW,DTW,2057,0032
13,DFW,LAS,2029,2105
13,DFW,IND,2226,0028
13,DFW,PSP,1927,2050
13,SJU,BWI,1907,2253
13,DFW,AUS,0001,0045
13,MIA,LAX,1924,2144
13,SJC,LAX,1640,1748
13,ORD,SAN,1948,2147
13,LAX,SJC,2150,2248
13,SJC,ORD,2316,0500
13,MIA,DFW,2112,2327
13,DFW,MIA,1750,2115
13,MIA,LAX,0820,1112
13,MIA,DFW,0925,1122
13,MIA,BDL,1951,2302
13,MIA,BWI,2100,2315
13,DFW,MIA,1754,2116
13,MIA,ATL,1929,2120
13,LAX,MIA,2206,0610
13,DFW,MFE,2228,2342
13,DFW,AMA,1938,2047
13,DFW,CLT,1952,2321
13,DFW,TPA,1806,2122
13,DFW,BDL,2127,0143
13,DFW,CLE,1732,2059
13,ORD,FLL,2022,0023
13,SAN,ORD,2300,0441
13,DFW,IND,1738,1936
13,SJC,SEA,2318,0105
13,DFW,SNA,1930,2109
13,DFW,TUL,1919,2016
13,DFW,ORF,1935,2328
13,DFW,PDX,2235,0022
13,DFW,RDU,1923,2258
13,DEN,DFW,1612,1846
13,DFW,PBI,2109,0048
13,ORD,MIA,1926,2309
13,DFW,IAH,0050,0148
13,DFW,SEA,1737,1925
13,MIA,BNA,2014,2113
13,DEN,DFW,1705,1954
13,ORD,HPN,1854,2147
13,LAX,DEN,1833,2139
13,LAX,HOU,1826,2331
13,DFW,TYS,2218,0115
13,DFW,MCO,1747,2102
13,ORD,BDL,1849,2144
13,DFW,RDU,1435,1745
13,ORD,SAT,1912,2134
13,LAX,COS,1951,2248
13,SJU,PHL,1756,2158
13,DFW,ATL,1807,2107
13,ORD,SNA,1939,2146
13,DFW,CMH,2223,0147
13,DFW,DAY,2111,0030
13,DFW,TUL,1950,2048
13,DFW,JAX,2122,0043
13,DFW,TPA,2214,0124
13,HOU,AUS,2359,0046
13,RNO,LAX,1807,1920
13,ORD,RST,1910,2009
13,LAX,AUS,1801,2246
13,DFW,DSM,2006,2152
13,DFW,CLT,2250,0200
13,LAX,ORD,2338,0521
13,SEA,DFW,2354,0534
13,MIA,DFW,1920,2114
13,DFW,HSV,2232,0012
13,LAX,RNO,1607,1724
13,DFW,DEN,2155,2250
13,DFW,IAH,2111,2221
13,DFW,IAD,1948,2321
13,DFW,PHX,0106,0122
13,DFW,ATL,1943,2250
13,DFW,DTW,2008,2336
13,DFW,BHM,2148,2339
13,DFW,ICT,2111,2223
13,ORD,LAX,1915,2144
13,SJU,BDL,1827,2203
13,SJC,SNA,1925,2045
13,DFW,CMH,1738,2058
13,FLL,SJU,0951,1353
13,LAX,FLL,0017,0801
13,SJU,MCO,1758,2108
13,SJU,TPA,2059,2340
13,SEA,ORD,0020,0601
13,DFW,BWI,2114,0100
13,MIA,SFO,1937,2224
13,DFW,TUL,2055,2156
13,DFW,PHL,2334,0337
13,LAX,ORD,2326,0515
13,DFW,SAT,2124,2222
13,DFW,LAS,2229,2311
13,DFW,GSO,2050,0011
13,DFW,ELP,2331,2354
13,LAX,DFW,1509,2002
13,LAX,DFW,1716,2218
13,DFW,LAX,1958,2109
13,DFW,LAX,2147,2240
13,DFW,LAX,0012,0108
13,DFW,OKC,2325,0009
13,DFW,SJC,2217,2343
13,HNL,OGG,1500,1531
13,HNL,ITO,1755,1836
13,HNL,LIH,1958,2031
13,HNL,ITO,1846,1940
13,ITO,HNL,1954,2040
13,HNL,ITO,1648,1735
13,ITO,HNL,1802,1849
13,HNL,OGG,1815,1849
13,OGG,HNL,1911,1943
13,HNL,ITO,1617,1710
13,ITO,HNL,1734,1825
13,HNL,OGG,1954,2026
13,OGG,HNL,2054,2119
13,OGG,HNL,1601,1629
13,HNL,KOA,1625,1700
13,HNL,OGG,1552,1624
13,OGG,HNL,1653,1728
13,LIH,HNL,1820,1847
13,HNL,LIH,1723,1753
13,HNL,KOA,1725,1800
13,HNL,KOA,1230,1307
13,OGG,HNL,1445,1516
13,HNL,OGG,1654,1729
13,HNL,LIH,1852,1926
13,OGG,HNL,1749,1822
13,OGG,HNL,1353,1423
13,HNL,OGG,1924,1957
13,OGG,HNL,2022,2050
13,LIH,HNL,2100,2125
13,LIH,HNL,1942,2009
13,HNL,OGG,1425,1501
13,OGG,HNL,1524,1555
13,HNL,OGG,1345,1419
13,HNL,KOA,1413,1451
13,KOA,HNL,1511,1551
13,KOA,HNL,1832,1908
13,HNL,KOA,1443,1520
13,KOA,HNL,1544,1621
13,HNL,KOA,1842,1918
13,KOA,HNL,1642,1721
13,HNL,KOA,1535,1618
13,HNL,OGG,1633,1704
13,OGG,HNL,1730,1800
13,KOA,HNL,1950,2024
13,HNL,ITO,1239,1322
13,HNL,ITO,1445,1530
13,ITO,HNL,1556,1638
13,HNL,OAK,1826,0223
13,SEA,ANC,1224,1450
13,SCC,ANC,1718,2103
13,ANC,SCC,1700,1850
13,ANC,JNU,1350,1534
13,JNU,SIT,1608,1656
13,KTN,SEA,1848,2139
13,SIT,KTN,1729,1810
13,JNU,ANC,2018,2201
13,KTN,SIT,1713,1801
13,SEA,KTN,1541,1627
13,SIT,JNU,1851,1921
13,ANC,SEA,1957,0019
13,ANC,SEA,1619,2104
13,SEA,ANC,1825,2037
13,ANC,FAI,2245,2338
13,FAI,ANC,1110,1207
13,ANC,FAI,1556,1647
13,FAI,BRW,1714,1841
13,BRW,FAI,1916,2040
13,FAI,ANC,2111,2205
13,ANC,OTZ,1715,1843
13,OME,ANC,2032,2209
13,OTZ,OME,1916,1957
13,ANC,SEA,2200,0230
13,SEA,ANC,1556,1817
13,SEA,LAX,1930,2153
13,SEA,LAX,1515,1737
13,SEA,LAX,1709,1940
13,LAX,SEA,1823,2044
13,LAX,SEA,2035,2255
13,SEA,LAX,1236,1455
13,LAX,SEA,1603,1823
13,SEA,LAS,1432,1649
13,LAS,SEA,1740,2014
13,SEA,PHX,1353,1636
13,PHX,SEA,1716,1947
13,LAX,CVG,1911,0143
13,LAX,ATL,0005,0700
13,SLC,JFK,1240,1911
13,LGA,PBI,1615,1854
13,ATL,FLL,1808,1953
13,SLC,ATL,1124,1654
13,ATL,DFW,2130,2221
13,ATL,SEA,2020,2215
13,DFW,SLC,1629,1805
13,SLC,ANC,1923,2152
13,AUS,ATL,1701,2030
13,SFO,ATL,2229,0539
13,ATL,CVG,2151,2308
13,PHX,ATL,1143,1812
13,MCO,SLC,1850,2128
13,SLC,ONT,0125,0203
13,FLL,ATL,2156,2332
13,ATL,DFW,1601,1653
13,ATL,JAX,2102,2206
13,OKC,SLC,2000,2120
13,CVG,CMH,2325,0032
13,LAS,ATL,2305,0537
13,LIT,ATL,2003,2231
13,SAN,CVG,2258,0546
13,SEA,ATL,2336,0709
13,PDX,DFW,1253,1835
13,ATL,SLC,1944,2125
13,MIA,ATL,1821,1957
13,ATL,SFO,1935,2148
13,ATL,CVG,1753,1914
13,LAX,ATL,0847,1544
13,OGG,LAX,2138,0529
13,ATL,BDL,2229,0032
13,PHX,ATL,1356,2037
13,ATL,CAK,2007,2146
13,DFW,MCO,1559,1922
13,SLC,DFW,1129,1450
13,ATL,BTR,2200,2212
13,FLL,ATL,1945,2129
13,ATL,PHL,1952,2140
13,LAX,SLC,1908,2146
13,DFW,SAN,1631,1717
13,DFW,AUS,1353,1441
13,JAX,ATL,1939,2051
13,MCO,LAX,1655,1855
13,LAX,HNL,2151,0026
13,ATL,PHX,1919,2030
13,ATL,OAK,2324,0122
13,CVG,ATL,1715,1821
13,ATL,LAX,1538,1701
13,MCO,LAX,2028,2235
13,MIA,ATL,2036,2219
13,DFW,LAS,1959,2040
13,FLL,DFW,1611,1752
13,ATL,DTW,1301,1441
13,DFW,SFO,1612,1805
13,DFW,SLC,2105,2243
13,ATL,SFO,2349,0153
13,SJC,ATL,2205,0520
13,ATL,HOU,1901,1953
13,ATL,SFO,1832,2039
13,ATL,BNA,0049,0041
13,CVG,MSY,2244,2339
13,LAX,MCO,2321,0657
13,SLC,PHX,2302,2332
13,ATL,PHX,1934,2017
13,PHX,TUS,2050,2131
13,ATL,MSP,1924,2045
13,LGA,MCO,1329,1601
13,MCO,CVG,1942,2136
13,ATL,ORF,0037,0203
13,ATL,IAH,2018,2109
13,ATL,SEA,1829,2026
13,ATL,TLH,1805,1856
13,ATL,LAX,2129,2250
13,OAK,ATL,0228,0947
13,PHX,ATL,1824,0044
13,DFW,LAX,1709,1812
13,SRQ,ATL,1955,2145
13,ATL,JAX,1439,1555
13,DFW,CVG,1540,1844
13,DFW,FLL,1934,2309
13,ATL,LGA,1557,1749
13,ATL,BWI,1627,1758
13,ATL,IAD,1721,1855
13,PHX,ATL,2246,0509
13,ATL,DEN,1652,1743
13,DFW,DEN,0226,0327
13,ABQ,DFW,1615,1830
13,DFW,MEM,2010,2133
13,HSV,ATL,1128,1312
13,ATL,LGA,1444,1644
13,SEA,ATL,1210,1939
13,DFW,ABQ,1728,1804
13,MCO,DFW,2028,2154
13,SLC,SAT,2307,0240
13,SMF,SLC,1757,2029
13,ATL,FLL,0010,0151
13,RSW,ATL,2155,2325
13,LAX,CVG,0028,0726
13,CVG,MSP,1755,1846
13,CVG,ORF,2139,2300
13,SAT,CVG,1533,1905
13,ATL,MEM,2035,2039
13,ATL,LAX,2140,2313
13,SLC,ATL,1803,2323
13,ATL,ABE,2144,2332
13,DFW,ATL,1811,2126
13,CVG,PIT,0703,0759
13,DFW,SAT,1310,1402
13,ATL,MLB,1636,1800
13,LGA,ATL,1531,1735
13,CVG,CLE,2255,2346
13,DEN,CVG,1747,2209
13,ATL,SLC,1555,1749
13,TPA,ATL,1317,1436
13,ORF,ATL,1442,1622
13,CVG,DEN,2059,2143
13,LAS,CVG,1349,2012
13,CVG,PHX,0207,0256
13,PWM,CVG,1725,1946
13,DEN,ATL,1830,2322
13,DFW,SLC,1252,1429
13,DFW,MCO,2217,0142
13,SLC,SEA,2202,2247
13,ATL,STL,2211,2245
13,AUS,DFW,1732,1826
13,ATL,PHX,1838,1940
13,PHX,LAS,2059,2203
13,ATL,RDU,2028,2142
13,FLL,ATL,1435,1628
13,ATL,MCO,2229,2356
13,ATL,ROC,2306,0107
13,ATL,PHX,1332,1414
13,BWI,ATL,1610,1807
13,ATL,DTW,2334,0130
13,MSY,ATL,2000,2222
13,PIT,ATL,2056,2234
13,ATL,SLC,2214,0009
13,ORF,ATL,1750,1943
13,ATL,DFW,2108,2205
13,BDL,ATL,1933,2154
13,ATL,MSP,0011,0134
13,MOB,ATL,1723,1952
13,CMH,ATL,1507,1655
13,CVG,PVD,1551,1740
13,PBI,ATL,2202,2338
13,ATL,BNA,1708,1703
14,DFW,HNL,0951,1302
14,OGG,DFW,1809,0605
14,DFW,OGG,1348,1650
14,HNL,DFW,1724,0524
14,OGG,LAX,0040,0832
14,SFO,JFK,2259,0658
14,SEA,MIA,1340,2211
14,MIA,SEA,0849,1143
14,HNL,SFO,1505,2249
14,LAX,JFK,2328,0720
14,LAX,HNL,0924,1141
14,SJC,HNL,1727,1945
14,SFO,HNL,0929,1134
14,ORD,SAN,2027,2223
14,SAN,ORD,0957,1557
14,HNL,SJC,2302,0658
14,AUS,DFW,0938,1031
14,MIA,DFW,1930,2109
14,DFW,LAS,1648,1744
14,HNL,ORD,1650,0553
14,ORD,HNL,1318,1705
14,LAX,IAD,0011,0736
14,IAD,LAX,1916,2125
14,LAX,IAD,0924,1707
14,SFO,ORD,0958,1537
14,ORD,SFO,1529,1807
14,OGG,SJC,0030,0817
14,ORD,DTW,1607,1811
14,SJC,OGG,1900,2220
14,HNL,DFW,1912,0720
14,LAS,SJC,1645,1804
14,DFW,HNL,1219,1523
14,SJC,LAS,1245,1413
14,LAS,SJC,1026,1149
14,IAD,LAX,1558,1806
14,LAX,EWR,2253,0701
14,LAX,OGG,1604,1837
14,HNL,LAX,1540,2338
14,MIA,LAX,2038,2239
14,LAX,SJC,2242,2344
14,LAX,MIA,2341,0717
14,KOA,LAX,2235,0633
14,LAX,KOA,1817,2047
14,LAX,MIA,1338,2132
14,LAX,HNL,1505,1746
14,HNL,LAX,2219,0625
14,ABQ,DFW,1655,1930
14,DFW,SAN,1459,1546
14,DFW,ATL,0753,1117
14,DFW,MSP,2202,0009
14,DFW,BWI,1529,1914
14,ORD,STL,1137,1234
14,SJU,IAD,2032,0009
14,DFW,BNA,2123,2317
14,DFW,SNA,1811,1904
14,BUR,DFW,0743,1231
14,SEA,DFW,1107,1651
14,ORD,MSY,1651,1851
14,DFW,BNA,0659,0838
14,ORD,TUS,2121,2239
14,DFW,BUF,1907,2254
14,PSP,DFW,1201,1651
14,PHX,ORD,1049,1556
14,DFW,SFO,0922,1059
14,FLL,LAX,2015,2222
14,SJU,FLL,1546,1834
14,DFW,SFO,1807,1938
14,SFO,ORD,0707,1254
14,ATL,DFW,1436,1530
14,IAD,DFW,1732,1907
14,MSP,DFW,1244,1508
14,RDU,DFW,0643,0825
14,TUS,DFW,1658,2052
14,MIA,IAD,2327,0141
14,PHL,DFW,1024,1218
14,SAN,DFW,1322,1823
14,DFW,SAN,1132,1217
14,LIT,DFW,0921,1027
14,ORD,IAH,2026,2258
14,CLT,DFW,0942,1129
14,SEA,ORD,1530,2113
14,BNA,ORD,1433,1557
14,DFW,SEA,1702,1851
14,ORF,DFW,1312,1534
14,MSY,MIA,1539,1824
14,PHL,ORD,1430,1532
14,DFW,OMA,2107,2241
14,DFW,RDU,1424,1801
14,ONT,DFW,0732,1217
14,FLL,ORD,1553,1749
14,LAX,ORD,1830,0006
14,SNA,DFW,2010,0046
14,SNA,DFW,1735,2226
14,DFW,LGB,2009,2059
14,RDU,DFW,1652,1825
14,ATL,DFW,1231,1341
14,DFW,BDL,1202,1617
14,ORD,ATL,1317,1554
14,SFO,MIA,0003,0800
14,SNA,SJC,2105,2214
14,SAN,DFW,1038,1544
14,SNA,SJC,2117,2223
14,MIA,RDU,2000,2223
14,SEA,DFW,0817,1400
14,BDL,DFW,1846,2111
14,DFW,SAT,0034,0127
14,SJC,AUS,1716,2224
14,ORD,PHX,2245,0019
14,MIA,SJU,2110,2353
14,DFW,MEM,0708,0835
14,DEN,DFW,0804,1100
14,LGB,DFW,1304,1816
14,SDF,DFW,1724,1826
14,DFW,TYS,1318,1614
14,DFW,MCI,1828,1947
14,LAS,DFW,1859,2347
14,FAT,DFW,0637,1204
14,SFO,SNA,1708,1823
14,DFW,SAN,0845,0928
14,AUS,LAX,0838,0940
14,DFW,PHL,0958,1357
14,HSV,DFW,0809,0949
14,ORD,BWI,1001,1254
14,IAD,DFW,1050,1228
14,AUS,SJC,1050,1208
14,SNA,SFO,1705,1810
14,TUL,ORD,0911,1100
14,DFW,ELP,1307,1331
14,SFO,ORD,1540,2145
14,SJU,DFW,1958,2335
14,RDU,MIA,1124,1329
14,DFW,SJU,1456,2025
14,MIA,IAH,1531,1702
14,DFW,ELP,2344,0017
14,RDU,ORD,1522,1612
14,DFW,LAS,1259,1344
14,BDL,SJU,0806,1139
14,COS,DFW,1730,2018
14,DFW,SNA,1904,2020
14,SJU,DFW,1142,1527
14,PHX,DFW,1948,2351
14,SJU,MIA,1843,2112
14,DFW,BWI,0840,1225
14,COS,LAX,0929,1040
14,ORD,IAD,1016,1258
14,BNA,DFW,1151,1341
14,MIA,STT,1222,1454
14,STT,MIA,1550,1853
14,BDL,DFW,1555,1829
14,SFO,ORD,1212,1750
14,DEN,DFW,2130,0019
14,MIA,STX,1249,1521
14,MSY,ORD,1945,2149
14,STX,MIA,1624,1934
14,MIA,SJU,1139,1419
14,PHX,DFW,0804,1212
14,MIA,TPA,0746,""
14,ELP,DFW,1238,1512
14,AUS,DFW,1604,1700
14,DFW,AUS,1945,2038
14,DFW,TUS,2017,2017
14,LAX,ORD,1250,1831
14,HPN,ORD,1841,2007
14,MCI,ORD,1754,1905
14,ORD,ALB,1503,1756
14,DFW,PSP,2040,2130
14,TUS,DFW,1616,2022
14,ORD,MIA,1051,1440
14,LAX,ORD,0739,1319
14,SJU,BWI,1819,2201
14,DFW,AUS,2350,0048
14,IAD,SJU,0902,1238
14,SFO,DFW,1359,1918
14,PHL,SJU,1331,1709
14,ORD,BDL,2144,0038
14,SJC,ORD,1654,2243
14,DFW,SFO,1008,1139
14,SAN,ORD,1332,1917
14,SJC,ORD,0715,1305
14,SJC,LAX,0840,0953
14,SMF,DFW,0819,1336
14,ORD,SFO,1011,1227
14,CLE,MIA,0734,1017
14,MIA,LAX,2056,2249
14,SJC,LAX,1155,1303
14,DFW,OAK,1624,1800
14,MCO,DFW,1425,1550
14,SJC,AUS,1155,1733
14,LAX,SJC,1419,1526
14,LAX,SJC,1852,1949
14,DEN,DFW,2123,0006
14,IAH,DFW,1318,1500
14,CLT,DFW,0832,0956
14,SJC,LAX,1640,1752
14,SJC,LAX,1930,2033
14,LAX,SJC,2126,2230
14,MIA,ORD,1820,2007
14,ORD,SAN,1738,1949
14,PBI,DFW,0757,0949
14,MIA,SJU,1603,1850
14,ABQ,DFW,0856,1156
14,ORD,LAX,1826,2028
14,TYS,DFW,1702,1818
14,AUS,DFW,1902,2008
14,DFW,RDU,2127,0106
14,DFW,FLL,1504,1856
14,LAX,MIA,0834,1622
14,DFW,MIA,1902,2238
14,MIA,DFW,0843,1130
14,MIA,MSY,1346,1436
14,MIA,DTW,2035,2317
14,DFW,MIA,1811,2146
14,IAD,MIA,0941,1218
14,MIA,ATL,1954,2139
14,MSY,MIA,0758,1046
14,LAX,TUL,1935,0024
14,DFW,PHX,2004,2025
14,SJU,MIA,2004,2249
14,ORD,DEN,1849,2021
14,PIT,DFW,0842,1009
14,ORD,ABQ,2000,2147
14,RDU,DFW,1900,2145
14,ORD,BWI,1817,2102
14,MEM,DFW,0701,0833
14,BNA,DFW,0809,1021
14,MCI,DFW,2118,2239
14,SNA,DFW,1047,1525
14,RDU,DFW,1038,1217
14,DFW,BNA,1348,1525
14,LAS,LAX,1111,1229
14,DFW,MFE,1108,1222
14,DFW,MIA,0643,1035
14,LAS,DFW,0101,0527
14,PIT,DFW,1628,1803
14,BNA,ORD,0931,1102
14,ICT,DFW,0729,0837
14,RDU,DFW,1312,1507
14,IAH,MIA,1755,2123
14,DFW,ORF,1445,1828
14,OAK,DFW,0805,1316
14,DFW,ABQ,1831,1908
14,BUF,ORD,2031,2100
14,DFW,CLE,1607,""
14,SFO,DFW,0824,1330
14,AUS,DFW,2100,2157
14,DFW,BNA,0105,0238
14,RNO,LAX,0839,0953
14,ORD,MIA,1705,2058
14,ORD,SAT,1522,1758
14,ORD,LAX,0938,1143
14,DFW,EWR,1203,""
14,ORD,SEA,1931,2141
14,DFW,TUS,1010,1013
14,SAN,DFW,1649,2131
14,LAS,DFW,0654,1139
14,DFW,CLT,2001,2314
14,ORD,PVD,1445,1752
14,DFW,DEN,1333,1423
14,ORD,BUF,1707,1929
14,ORD,FLL,0703,1114
14,ORD,MIA,0739,1148
14,DFW,SNA,1027,1125
14,MCO,DFW,0831,1004
14,MIA,ORD,2220,2359
14,MCO,SJU,0800,1104
14,DFW,BDL,2118,0134
14,SAN,DFW,0911,1418
14,BWI,DFW,0923,1116
14,ELP,DFW,0736,1129
14,ATL,MIA,0810,1153
14,DFW,CLT,1333,1703
14,RNO,DFW,1218,1730
14,ORD,ATL,2124,0010
14,PHX,ORD,1302,1806
14,DFW,DEN,1927,2018
14,ORD,RDU,1750,2037
14,BWI,ORD,1054,1138
14,ORD,LAX,1229,1441
14,ORD,SLC,2133,2344
14,DFW,IAD,1236,1622
14,DFW,CLE,1737,2105
14,SJC,SEA,1449,1637
14,ATL,DFW,1839,2003
14,MIA,LGA,1303,""
14,ORD,SJC,0902,1121
14,ORD,MCI,1417,1533
14,PHX,DFW,0928,1341
14,ELP,ORD,0723,1125
14,DEN,ORD,1311,1618
14,ORD,FLL,1730,2120
14,DFW,ORF,0834,1212
14,LAS,ORD,1441,2015
